diffClass [hash=57198ab, filename=.gitignore, changedLines=4, count=6, max=6]
diffClass [hash=cadc5c5, filename=src/main/java/com/corundumstudio/socketio/SocketIOPipelineFactory.java, changedLines=27, count=1, max=1]
diffClass [hash=cadc5c5, filename=src/main/java/com/corundumstudio/socketio/SocketIOPipelineFactory.java, changedLines=28, count=1, max=1]
diffClass [hash=cadc5c5, filename=src/main/java/com/corundumstudio/socketio/SocketIOPipelineFactory.java, changedLines=29, count=1, max=1]
diffClass [hash=cadc5c5, filename=src/main/java/com/corundumstudio/socketio/SocketIOPipelineFactory.java, changedLines=30, count=1, max=1]
diffClass [hash=cadc5c5, filename=src/main/java/com/corundumstudio/socketio/SocketIOPipelineFactory.java, changedLines=31, count=1, max=1]
diffClass [hash=cadc5c5, filename=src/main/java/com/corundumstudio/socketio/SocketIOPipelineFactory.java, changedLines=32, count=1, max=1]
diffClass [hash=cadc5c5, filename=src/main/java/com/corundumstudio/socketio/SocketIOPipelineFactory.java, changedLines=33, count=1, max=1]
diffClass [hash=cadc5c5, filename=src/main/java/com/corundumstudio/socketio/SocketIOPipelineFactory.java, changedLines=34, count=1, max=1]
diffClass [hash=cadc5c5, filename=src/main/java/com/corundumstudio/socketio/SocketIOPipelineFactory.java, changedLines=35, count=1, max=1]
diffClass [hash=cadc5c5, filename=src/main/java/com/corundumstudio/socketio/SocketIOPipelineFactory.java, changedLines=36, count=1, max=1]
diffClass [hash=cadc5c5, filename=src/main/java/com/corundumstudio/socketio/SocketIOPipelineFactory.java, changedLines=37, count=1, max=1]
diffClass [hash=cadc5c5, filename=src/main/java/com/corundumstudio/socketio/SocketIOPipelineFactory.java, changedLines=38, count=1, max=1]
diffClass [hash=cadc5c5, filename=src/main/java/com/corundumstudio/socketio/SocketIOPipelineFactory.java, changedLines=39, count=1, max=1]
diffClass [hash=cadc5c5, filename=src/main/java/com/corundumstudio/socketio/SocketIOPipelineFactory.java, changedLines=40, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=1, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=2, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=3, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=4, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=5, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=6, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=7, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=8, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=9, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=10, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=11, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=12, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=13, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=14, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=15, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=16, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=17, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=18, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=19, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=20, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=21, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=22, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=23, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=24, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=25, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=26, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=27, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=28, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=29, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=30, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=31, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=32, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=33, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=34, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=35, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=36, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=37, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=38, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=39, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=40, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=41, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=42, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=43, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=44, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=45, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=46, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=47, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=48, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=49, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=50, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=51, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=52, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=53, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=54, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=55, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=56, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=57, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=58, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=59, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=60, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=61, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=62, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=63, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=64, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=65, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=66, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=67, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=68, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=69, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=70, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=71, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=72, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=73, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=74, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=75, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=76, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=77, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=78, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=79, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=80, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=81, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=82, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=83, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=84, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=85, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=86, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=87, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=88, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=89, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=90, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=91, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=92, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=93, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=94, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=95, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=96, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=97, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=98, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=99, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=100, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=101, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=102, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=103, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=104, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=105, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=106, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=107, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=108, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=109, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=110, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=111, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=112, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=113, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=114, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=115, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=116, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=117, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=118, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=119, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=120, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=121, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=122, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=123, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=124, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=125, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=126, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=127, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=128, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=129, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=130, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=131, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=132, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=133, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=134, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=135, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=136, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=137, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=138, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=139, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=140, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=141, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=142, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=143, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=144, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=145, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=146, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=147, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=148, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=149, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=150, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=151, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=152, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=153, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=154, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=155, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=156, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=157, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=158, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=159, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=160, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=161, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=162, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=163, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=164, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=165, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=166, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=167, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=168, count=1, max=1]
diffClass [hash=8771887, filename=src/main/java/com/corundumstudio/socketio/SocketIORouter.java, changedLines=169, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=2, count=2, max=2]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=4, count=4, max=4]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=6, count=2, max=2]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=7, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=8, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=9, count=5, max=5]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=12, count=13, max=13]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=14, count=4, max=4]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=15, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=16, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=17, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=18, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=19, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=20, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=21, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=22, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=23, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=27, count=225, max=225]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=28, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=29, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=30, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=31, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=32, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=33, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=34, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=35, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=36, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=37, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=38, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=39, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=40, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=41, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=42, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=43, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=44, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=45, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=46, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=47, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=48, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=49, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=50, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=51, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=52, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=53, count=1, max=1]
diffClass [hash=2ecca1c, filename=src/main/java/com/corundumstudio/socketio/SocketIOServer.java, changedLines=54, count=1, max=1]
